,Price,From,To,is_holiday,avialine,duration,days_until_flight,part_of_day
1492,29528,Астана,Алматы,False,Air Astana,105,35,утро
1493,29528,Астана,Алматы,False,Air Astana,110,35,вечер
1494,15657,Астана,Алматы,False,SCAT,105,35,утро
1495,15830,Астана,Алматы,False,FlyArystan,115,35,утро
1496,18995,Астана,Алматы,False,SCAT,115,35,ночь
1497,18995,Астана,Алматы,False,SCAT,100,35,утро
1498,18995,Астана,Алматы,False,SCAT,85,35,вечер
1499,18995,Астана,Алматы,False,SCAT,90,35,день
1500,19290,Астана,Алматы,False,FlyArystan,125,35,утро
1501,12243,Астана,Алматы,False,SCAT,100,37,утро
1502,12243,Астана,Алматы,False,SCAT,115,37,ночь
1503,12243,Астана,Алматы,False,SCAT,105,37,утро
1504,12243,Астана,Алматы,False,SCAT,85,37,вечер
1505,13211,Астана,Алматы,False,FlyArystan,105,37,вечер
1506,13211,Астана,Алматы,False,FlyArystan,110,37,день
1507,13211,Астана,Алматы,False,FlyArystan,115,37,утро
1508,13211,Астана,Алматы,False,FlyArystan,105,37,ночь
1509,13211,Астана,Алматы,False,FlyArystan,115,37,утро
1510,24578,Астана,Алматы,False,Air Astana,110,37,ночь
1511,12243,Астана,Алматы,False,SCAT,115,39,ночь
1512,12243,Астана,Алматы,False,SCAT,100,39,утро
1513,12243,Астана,Алматы,False,SCAT,105,39,утро
1514,14480,Астана,Алматы,False,FlyArystan,115,39,утро
1515,14480,Астана,Алматы,False,FlyArystan,110,39,день
1516,14480,Астана,Алматы,False,FlyArystan,115,39,утро
1517,14480,Астана,Алматы,False,FlyArystan,105,39,ночь
1518,15743,Астана,Алматы,False,SCAT,85,39,вечер
1519,16219,Астана,Алматы,False,FlyArystan,105,39,вечер
1520,19243,Астана,Алматы,False,SCAT,90,39,день
1521,15743,Астана,Алматы,False,SCAT,100,40,утро
1522,15743,Астана,Алматы,False,SCAT,115,40,ночь
1523,15743,Астана,Алматы,False,SCAT,105,40,утро
1524,15331,Астана,Алматы,False,FlyArystan,110,40,день
1525,15331,Астана,Алматы,False,FlyArystan,115,40,утро
1526,15331,Астана,Алматы,False,FlyArystan,115,40,утро
1527,15331,Астана,Алматы,False,FlyArystan,105,40,ночь
1528,19243,Астана,Алматы,False,SCAT,85,40,вечер
1529,15743,Астана,Алматы,False,SCAT,90,40,день
1530,12243,Астана,Алматы,False,SCAT,115,41,ночь
1531,24578,Астана,Алматы,False,Air Astana,110,41,утро
1532,15331,Астана,Алматы,False,FlyArystan,110,41,ночь
1533,15331,Астана,Алматы,False,FlyArystan,115,41,утро
1534,15331,Астана,Алматы,False,FlyArystan,115,41,ночь
1535,15331,Астана,Алматы,False,FlyArystan,115,41,утро
1536,15331,Астана,Алматы,False,FlyArystan,115,41,ночь
1537,15743,Астана,Алматы,False,SCAT,85,41,вечер
1538,15743,Астана,Алматы,False,SCAT,100,41,утро
1539,15743,Астана,Алматы,False,SCAT,105,41,утро
1540,12243,Астана,Алматы,False,SCAT,105,42,утро
1541,28578,Астана,Алматы,False,Air Astana,105,42,утро
1542,15331,Астана,Алматы,False,FlyArystan,105,42,ночь
1543,15331,Астана,Алматы,False,FlyArystan,115,42,утро
1544,15331,Астана,Алматы,False,FlyArystan,115,42,утро
1545,15331,Астана,Алматы,False,FlyArystan,125,42,утро
1546,15657,Астана,Алматы,False,SCAT,100,42,день
1547,15657,Астана,Алматы,False,SCAT,100,42,утро
1548,18511,Астана,Алматы,False,FlyArystan,110,42,день
1549,12243,Астана,Алматы,False,SCAT,100,43,день
1550,12243,Астана,Алматы,False,SCAT,100,43,утро
1551,12243,Астана,Алматы,False,SCAT,115,43,ночь
1552,12243,Астана,Алматы,False,SCAT,90,43,день
1553,12243,Астана,Алматы,False,SCAT,105,43,утро
1554,12243,Астана,Алматы,False,SCAT,85,43,вечер
1555,13211,Астана,Алматы,False,FlyArystan,105,43,вечер
1556,13211,Астана,Алматы,False,FlyArystan,115,43,утро
1557,13211,Астана,Алматы,False,FlyArystan,115,43,ночь
1558,15331,Астана,Алматы,False,FlyArystan,110,43,день
1559,12243,Астана,Алматы,False,SCAT,85,44,вечер
1560,11885,Астана,Алматы,False,FlyArystan,110,44,день
1561,12243,Астана,Алматы,False,SCAT,115,44,ночь
1562,11885,Астана,Алматы,False,FlyArystan,115,44,утро
1563,11885,Астана,Алматы,False,FlyArystan,115,44,утро
1564,11885,Астана,Алматы,False,FlyArystan,105,44,ночь
1565,12243,Астана,Алматы,False,SCAT,105,44,утро
1566,13577,Астана,Алматы,False,FlyArystan,105,44,вечер
1567,9743,Астана,Алматы,False,SCAT,105,45,утро
1568,28578,Астана,Алматы,False,Air Astana,110,45,утро
1569,28578,Астана,Алматы,False,Air Astana,110,45,вечер
1570,11091,Астана,Алматы,False,FlyArystan,115,45,утро
1571,11091,Астана,Алматы,False,FlyArystan,105,45,ночь
1572,11091,Астана,Алматы,False,FlyArystan,110,45,день
1573,11091,Астана,Алматы,False,FlyArystan,115,45,утро
1574,12243,Астана,Алматы,False,SCAT,100,45,утро
1575,12243,Астана,Алматы,False,SCAT,90,45,день
1576,11091,Астана,Алматы,False,FlyArystan,105,46,ночь
1577,12243,Астана,Алматы,False,SCAT,100,46,утро
1578,12243,Астана,Алматы,False,SCAT,115,46,ночь
1579,12243,Астана,Алматы,False,SCAT,105,46,утро
1580,12243,Астана,Алматы,False,SCAT,90,46,день
1581,13211,Астана,Алматы,False,FlyArystan,115,46,утро
1582,13211,Астана,Алматы,False,FlyArystan,110,46,день
1583,13211,Астана,Алматы,False,FlyArystan,115,46,утро
1584,15331,Астана,Алматы,False,FlyArystan,105,46,вечер
1585,15331,Астана,Алматы,False,FlyArystan,110,47,день
1586,15331,Астана,Алматы,False,FlyArystan,115,47,утро
1587,15743,Астана,Алматы,False,SCAT,115,47,ночь
1588,15331,Астана,Алматы,False,FlyArystan,115,47,утро
1589,15331,Астана,Алматы,False,FlyArystan,105,47,ночь
1590,15743,Астана,Алматы,False,SCAT,90,47,день
1591,15743,Астана,Алматы,False,SCAT,100,47,утро
1592,15743,Астана,Алматы,False,SCAT,100,47,день
1593,15743,Астана,Алматы,False,SCAT,105,47,утро
1594,12243,Астана,Алматы,False,SCAT,115,48,ночь
1595,32578,Астана,Алматы,False,Air Astana,105,48,утро
1596,13211,Астана,Алматы,False,FlyArystan,115,48,ночь
1597,15331,Астана,Алматы,False,FlyArystan,105,48,вечер
1598,15331,Астана,Алматы,False,FlyArystan,115,48,утро
1599,15331,Астана,Алматы,False,FlyArystan,115,48,ночь
1600,15331,Астана,Алматы,False,FlyArystan,110,48,день
1601,15331,Астана,Алматы,False,FlyArystan,115,48,утро
1602,15743,Астана,Алматы,False,SCAT,100,48,утро
1603,15743,Астана,Алматы,False,SCAT,85,48,вечер
1604,15743,Астана,Алматы,False,SCAT,100,49,утро
1605,15743,Астана,Алматы,False,SCAT,115,49,ночь
1606,15743,Астана,Алматы,False,SCAT,100,49,день
1607,15743,Астана,Алматы,False,SCAT,105,49,утро
1608,15331,Астана,Алматы,False,FlyArystan,115,49,утро
1609,15331,Астана,Алматы,False,FlyArystan,125,49,утро
1610,15331,Астана,Алматы,False,FlyArystan,115,49,утро
1611,15743,Астана,Алматы,False,SCAT,90,49,день
1612,18511,Астана,Алматы,False,FlyArystan,110,49,день
1613,12243,Астана,Алматы,False,SCAT,85,50,вечер
1614,12243,Астана,Алматы,False,SCAT,100,50,утро
1615,12243,Астана,Алматы,False,SCAT,115,50,ночь
1616,12243,Астана,Алматы,False,SCAT,105,50,утро
1617,12243,Астана,Алматы,False,SCAT,100,50,день
1618,12243,Астана,Алматы,False,SCAT,90,50,день
1619,13211,Астана,Алматы,False,FlyArystan,115,50,утро
1620,13211,Астана,Алматы,False,FlyArystan,115,50,утро
1621,13211,Астана,Алматы,False,FlyArystan,105,50,вечер
1622,13211,Астана,Алматы,False,FlyArystan,110,50,день
1623,9743,Астана,Алматы,False,SCAT,115,51,ночь
1624,12243,Астана,Алматы,False,SCAT,100,51,утро
1625,10031,Астана,Алматы,False,FlyArystan,105,51,ночь
1626,11091,Астана,Алматы,False,FlyArystan,115,51,утро
1627,11091,Астана,Алматы,False,FlyArystan,110,51,день
1628,11091,Астана,Алматы,False,FlyArystan,115,51,утро
1629,11091,Астана,Алматы,False,FlyArystan,105,51,вечер
1630,12243,Астана,Алматы,False,SCAT,85,51,вечер
1631,12243,Астана,Алматы,False,SCAT,105,51,утро
1632,9520,Астана,Алматы,False,SCAT,105,52,утро
1633,28578,Астана,Алматы,False,Air Astana,110,52,утро
1634,12243,Астана,Алматы,False,SCAT,115,52,ночь
1635,10031,Астана,Алматы,False,FlyArystan,105,52,вечер
1636,10031,Астана,Алматы,False,FlyArystan,105,52,ночь
1637,10031,Астана,Алматы,False,FlyArystan,115,52,утро
1638,11091,Астана,Алматы,False,FlyArystan,110,52,день
1639,11091,Астана,Алматы,False,FlyArystan,115,52,утро
1640,12243,Астана,Алматы,False,SCAT,90,52,день
1641,12440,Астана,Алматы,False,SCAT,90,53,день
1642,11091,Астана,Алматы,False,FlyArystan,105,53,ночь
1643,12243,Астана,Алматы,False,SCAT,100,53,утро
1644,12243,Астана,Алматы,False,SCAT,115,53,ночь
1645,11091,Астана,Алматы,False,FlyArystan,115,53,утро
1646,12243,Астана,Алматы,False,SCAT,105,53,утро
1647,13211,Астана,Алматы,False,FlyArystan,110,53,день
1648,13211,Астана,Алматы,False,FlyArystan,115,53,утро
1649,15331,Астана,Алматы,False,FlyArystan,105,53,вечер
1650,12243,Астана,Алматы,False,SCAT,105,54,утро
1651,13577,Астана,Алматы,False,FlyArystan,115,54,утро
1652,15743,Астана,Алматы,False,SCAT,115,54,ночь
1653,13577,Астана,Алматы,False,FlyArystan,105,54,ночь
1654,13577,Астана,Алматы,False,FlyArystan,115,54,утро
1655,15743,Астана,Алматы,False,SCAT,100,54,день
1656,15743,Астана,Алматы,False,SCAT,100,54,утро
1657,15830,Астана,Алматы,False,FlyArystan,110,54,день
1658,19243,Астана,Алматы,False,SCAT,85,54,вечер
1659,12243,Астана,Алматы,False,SCAT,105,55,утро
1660,32578,Астана,Алматы,False,Air Astana,105,55,утро
1661,12243,Астана,Алматы,False,SCAT,115,55,ночь
1662,13211,Астана,Алматы,False,FlyArystan,115,55,ночь
1663,13211,Астана,Алматы,False,FlyArystan,115,55,утро
1664,13211,Астана,Алматы,False,FlyArystan,105,55,вечер
1665,15331,Астана,Алматы,False,FlyArystan,115,55,утро
1666,15331,Астана,Алматы,False,FlyArystan,110,55,день
1667,15657,Астана,Алматы,False,SCAT,100,55,утро
1668,15657,Астана,Алматы,False,SCAT,85,55,вечер
1669,12440,Астана,Алматы,False,SCAT,115,56,ночь
1670,29528,Астана,Алматы,False,Air Astana,105,56,утро
1671,12440,Астана,Алматы,False,SCAT,105,56,утро
1672,16001,Астана,Алматы,False,SCAT,85,56,вечер
1673,16001,Астана,Алматы,False,SCAT,100,56,утро
1674,16001,Астана,Алматы,False,SCAT,90,56,день
1675,16001,Астана,Алматы,False,SCAT,100,56,день
1676,13577,Астана,Алматы,False,FlyArystan,115,56,утро
1677,13577,Астана,Алматы,False,FlyArystan,125,56,утро
1678,13577,Астана,Алматы,False,FlyArystan,115,56,утро
1679,9520,Астана,Алматы,False,SCAT,115,57,ночь
1680,28578,Астана,Алматы,False,Air Astana,105,57,утро
1681,11091,Астана,Алматы,False,FlyArystan,105,57,ночь
1682,12243,Астана,Алматы,False,SCAT,100,57,день
1683,12243,Астана,Алматы,False,SCAT,90,57,день
1684,12243,Астана,Алматы,False,SCAT,100,57,утро
1685,12243,Астана,Алматы,False,SCAT,85,57,вечер
1686,12243,Астана,Алматы,False,SCAT,105,57,утро
1687,13211,Астана,Алматы,False,FlyArystan,115,57,утро
1688,13211,Астана,Алматы,False,FlyArystan,115,57,утро
1689,9520,Астана,Алматы,False,SCAT,115,58,ночь
1690,28972,Астана,Алматы,False,Air Astana,110,58,утро
1691,9520,Астана,Алматы,False,SCAT,105,58,утро
1692,11005,Астана,Алматы,False,FlyArystan,110,58,день
1693,11005,Астана,Алматы,False,FlyArystan,105,58,вечер
1694,11005,Астана,Алматы,False,FlyArystan,105,58,ночь
1695,11005,Астана,Алматы,False,FlyArystan,115,58,утро
1696,12163,Астана,Алматы,False,FlyArystan,115,58,утро
1697,12243,Астана,Алматы,False,SCAT,85,58,вечер
1698,9930,Астана,Алматы,False,SCAT,100,58,утро
1699,9520,Астана,Алматы,False,SCAT,105,59,утро
1700,28972,Астана,Алматы,False,Air Astana,110,59,утро
1701,28972,Астана,Алматы,False,Air Astana,110,59,вечер
1702,10758,Астана,Алматы,False,FlyArystan,115,59,утро
1703,10758,Астана,Алматы,False,FlyArystan,105,59,ночь
1704,11885,Астана,Алматы,False,FlyArystan,110,59,день
1705,11885,Астана,Алматы,False,FlyArystan,105,59,вечер
1706,11885,Астана,Алматы,False,FlyArystan,115,59,утро
1707,12243,Астана,Алматы,False,SCAT,90,59,день
1708,11885,Астана,Алматы,False,FlyArystan,105,60,ночь
1709,12440,Астана,Алматы,False,SCAT,100,60,утро
1710,12440,Астана,Алматы,False,SCAT,115,60,ночь
1711,11885,Астана,Алматы,False,FlyArystan,115,60,утро
1712,12440,Астана,Алматы,False,SCAT,90,60,день
1713,12440,Астана,Алматы,False,SCAT,105,60,утро
1714,13577,Астана,Алматы,False,FlyArystan,105,60,вечер
1715,13577,Астана,Алматы,False,FlyArystan,115,60,утро
1716,13577,Астана,Алматы,False,FlyArystan,110,60,день
1717,12243,Астана,Алматы,False,SCAT,105,61,утро
1718,33124,Астана,Алматы,False,Air Astana,105,61,утро
1719,15743,Астана,Алматы,False,SCAT,115,61,ночь
1720,13577,Астана,Алматы,False,FlyArystan,105,61,ночь
1721,13577,Астана,Алматы,False,FlyArystan,115,61,утро
1722,15743,Астана,Алматы,False,SCAT,100,61,день
1723,15743,Астана,Алматы,False,SCAT,100,61,утро
1724,15830,Астана,Алматы,False,FlyArystan,110,61,день
1725,15830,Астана,Алматы,False,FlyArystan,115,61,утро
1726,12243,Астана,Алматы,False,SCAT,115,62,ночь
1727,15743,Астана,Алматы,False,SCAT,100,62,утро
1728,13211,Астана,Алматы,False,FlyArystan,100,62,ночь
1729,13211,Астана,Алматы,False,FlyArystan,105,62,вечер
1730,15331,Астана,Алматы,False,FlyArystan,115,62,утро
1731,15331,Астана,Алматы,False,FlyArystan,110,62,день
1732,15331,Астана,Алматы,False,FlyArystan,115,62,утро
1733,15743,Астана,Алматы,False,SCAT,100,62,день
1734,15743,Астана,Алматы,False,SCAT,85,62,вечер
1735,15743,Астана,Алматы,False,SCAT,105,62,утро
1736,12243,Астана,Алматы,False,SCAT,115,63,ночь
1737,28578,Астана,Алматы,False,Air Astana,105,63,утро
1738,12243,Астана,Алматы,False,SCAT,105,63,утро
1739,13211,Астана,Алматы,False,FlyArystan,115,63,утро
1740,13211,Астана,Алматы,False,FlyArystan,115,63,утро
1741,15743,Астана,Алматы,False,SCAT,100,63,день
1742,15743,Астана,Алматы,False,SCAT,100,63,утро
1743,15743,Астана,Алматы,False,SCAT,85,63,вечер
1744,15331,Астана,Алматы,False,FlyArystan,110,63,день
1745,15331,Астана,Алматы,False,FlyArystan,125,63,утро
1746,9743,Астана,Алматы,False,SCAT,105,64,утро
1747,28578,Астана,Алматы,False,Air Astana,105,64,утро
1748,9743,Астана,Алматы,False,SCAT,115,64,ночь
1749,10031,Астана,Алматы,False,FlyArystan,115,64,ночь
1750,10031,Астана,Алматы,False,FlyArystan,115,64,утро
1751,11091,Астана,Алматы,False,FlyArystan,110,64,день
1752,11091,Астана,Алматы,False,FlyArystan,115,64,утро
1753,12243,Астана,Алматы,False,SCAT,90,64,день
1754,12243,Астана,Алматы,False,SCAT,85,64,вечер
1755,12243,Астана,Алматы,False,SCAT,100,64,утро
1756,9520,Астана,Алматы,False,SCAT,100,65,утро
1757,9520,Астана,Алматы,False,SCAT,115,65,ночь
1758,9520,Астана,Алматы,False,SCAT,105,65,утро
1759,10031,Астана,Алматы,False,FlyArystan,105,65,вечер
1760,10031,Астана,Алматы,False,FlyArystan,115,65,утро
1761,10031,Астана,Алматы,False,FlyArystan,105,65,ночь
1762,10031,Астана,Алматы,False,FlyArystan,115,65,утро
1763,10031,Астана,Алматы,False,FlyArystan,110,65,день
1764,12243,Астана,Алматы,False,SCAT,85,65,вечер
1765,9520,Астана,Алматы,False,SCAT,105,66,утро
1766,10031,Астана,Алматы,False,FlyArystan,115,66,утро
1767,28578,Астана,Алматы,False,Air Astana,110,66,вечер
1768,9743,Астана,Алматы,False,SCAT,90,66,день
1769,10031,Астана,Алматы,False,FlyArystan,105,66,вечер
1770,10031,Астана,Алматы,False,FlyArystan,110,66,день
1771,10031,Астана,Алматы,False,FlyArystan,115,66,утро
1772,10031,Астана,Алматы,False,FlyArystan,105,66,ночь
1773,12243,Астана,Алматы,False,SCAT,85,66,вечер
1774,9520,Астана,Алматы,False,SCAT,105,67,утро
1775,33124,Астана,Алматы,False,Air Astana,110,67,утро
1776,28578,Астана,Алматы,False,Air Astana,110,67,вечер
1777,10031,Астана,Алматы,False,FlyArystan,105,67,ночь
1778,10031,Астана,Алматы,False,FlyArystan,115,67,утро
1779,11091,Астана,Алматы,False,FlyArystan,110,67,день
1780,11091,Астана,Алматы,False,FlyArystan,115,67,утро
1781,12243,Астана,Алматы,False,SCAT,115,67,ночь
1782,12243,Астана,Алматы,False,SCAT,85,67,вечер
1783,16001,Астана,Алматы,False,SCAT,100,68,день
1784,13577,Астана,Алматы,False,FlyArystan,115,68,утро
1785,16001,Астана,Алматы,False,SCAT,100,68,утро
1786,16001,Астана,Алматы,False,SCAT,115,68,ночь
1787,13577,Астана,Алматы,False,FlyArystan,105,68,ночь
1788,15830,Астана,Алматы,False,FlyArystan,110,68,день
1789,15830,Астана,Алматы,False,FlyArystan,115,68,утро
1790,16001,Астана,Алматы,False,SCAT,90,68,день
1791,16001,Астана,Алматы,False,SCAT,105,68,утро
1792,19290,Астана,Алматы,False,FlyArystan,105,68,вечер
1793,12243,Астана,Алматы,False,SCAT,115,69,ночь
1794,33124,Астана,Алматы,False,Air Astana,105,69,утро
1795,12243,Астана,Алматы,False,SCAT,105,69,утро
1796,13577,Астана,Алматы,False,FlyArystan,115,69,утро
1797,13577,Астана,Алматы,False,FlyArystan,115,69,ночь
1798,13577,Астана,Алматы,False,FlyArystan,105,69,вечер
1799,13577,Астана,Алматы,False,FlyArystan,110,69,день
1800,15657,Астана,Алматы,False,SCAT,100,69,день
1801,15657,Астана,Алматы,False,SCAT,85,69,вечер
1802,15657,Астана,Алматы,False,SCAT,100,69,утро
1803,11091,Астана,Алматы,False,FlyArystan,115,70,утро
1804,13211,Астана,Алматы,False,FlyArystan,115,70,утро
1805,12243,Астана,Алматы,False,SCAT,115,70,ночь
1806,12243,Астана,Алматы,False,SCAT,105,70,утро
1807,13211,Астана,Алматы,False,FlyArystan,110,70,день
1808,13211,Астана,Алматы,False,FlyArystan,125,70,утро
1809,15743,Астана,Алматы,False,SCAT,100,70,день
1810,15743,Астана,Алматы,False,SCAT,85,70,вечер
1811,15743,Астана,Алматы,False,SCAT,90,70,день
1812,15743,Астана,Алматы,False,SCAT,100,70,утро
1813,9520,Астана,Алматы,False,SCAT,105,71,утро
1814,9520,Астана,Алматы,False,SCAT,100,71,утро
1815,9520,Астана,Алматы,False,SCAT,115,71,ночь
1816,9520,Астана,Алматы,False,SCAT,90,71,день
1817,10031,Астана,Алматы,False,FlyArystan,115,71,утро
1818,10031,Астана,Алматы,False,FlyArystan,115,71,ночь
1819,10031,Астана,Алматы,False,FlyArystan,115,71,утро
1820,11091,Астана,Алматы,False,FlyArystan,110,71,день
1821,11091,Астана,Алматы,False,FlyArystan,105,71,вечер
1822,9520,Астана,Алматы,False,SCAT,115,72,ночь
1823,9520,Астана,Алматы,False,SCAT,100,72,утро
1824,9520,Астана,Алматы,False,SCAT,85,72,вечер
1825,9520,Астана,Алматы,False,SCAT,105,72,утро
1826,10031,Астана,Алматы,False,FlyArystan,115,72,утро
1827,10031,Астана,Алматы,False,FlyArystan,105,72,ночь
1828,10031,Астана,Алматы,False,FlyArystan,110,72,день
1829,10031,Астана,Алматы,False,FlyArystan,105,72,вечер
1830,10031,Астана,Алматы,False,FlyArystan,115,72,утро
1831,9520,Астана,Алматы,False,SCAT,100,73,день
1832,10031,Астана,Алматы,False,FlyArystan,115,73,утро
1833,12243,Астана,Алматы,False,SCAT,115,73,ночь
1834,9520,Астана,Алматы,False,SCAT,105,73,утро
1835,9520,Астана,Алматы,False,SCAT,90,73,день
1836,10031,Астана,Алматы,False,FlyArystan,110,73,день
1837,10031,Астана,Алматы,False,FlyArystan,105,73,вечер
1838,10031,Астана,Алматы,False,FlyArystan,105,73,ночь
1839,10031,Астана,Алматы,False,FlyArystan,115,73,утро
1840,12243,Астана,Алматы,False,SCAT,85,73,вечер
1841,9520,Астана,Алматы,False,SCAT,105,74,утро
1842,24578,Астана,Алматы,False,Air Astana,110,74,утро
1843,28578,Астана,Алматы,False,Air Astana,110,74,вечер
1844,10031,Астана,Алматы,False,FlyArystan,105,74,ночь
1845,10031,Астана,Алматы,False,FlyArystan,115,74,утро
1846,10031,Астана,Алматы,False,FlyArystan,110,74,день
1847,11091,Астана,Алматы,False,FlyArystan,115,74,утро
1848,12243,Астана,Алматы,False,SCAT,100,74,утро
1849,12243,Астана,Алматы,False,SCAT,115,74,ночь
1850,11091,Астана,Алматы,False,FlyArystan,115,75,утро
1851,13211,Астана,Алматы,False,FlyArystan,115,75,утро
1852,15743,Астана,Алматы,False,SCAT,115,75,ночь
1853,11091,Астана,Алматы,False,FlyArystan,105,75,ночь
1854,12243,Астана,Алматы,False,SCAT,105,75,утро
1855,13211,Астана,Алматы,False,FlyArystan,110,75,день
1856,15331,Астана,Алматы,False,FlyArystan,105,75,вечер
1857,15743,Астана,Алматы,False,SCAT,90,75,день
1858,15743,Астана,Алматы,False,SCAT,85,75,вечер
1859,22071,Астана,Шымкент,True,SCAT,110,1,утро
1860,24871,Астана,Шымкент,True,FlyArystan,150,1,утро
1861,37554,Астана,Шымкент,True,SCAT,85,1,утро
1862,37554,Астана,Шымкент,True,SCAT,110,1,вечер
1863,37554,Астана,Шымкент,True,SCAT,90,1,день
1864,37554,Астана,Шымкент,True,SCAT,100,1,утро
1866,38333,Астана,Шымкент,False,SCAT,110,2,вечер
1867,38333,Астана,Шымкент,False,SCAT,100,2,ночь
1868,27643,Астана,Шымкент,False,SCAT,110,3,утро
1869,29594,Астана,Шымкент,False,SCAT,100,3,ночь
1870,33574,Астана,Шымкент,False,SCAT,90,3,день
1871,33574,Астана,Шымкент,False,SCAT,100,3,утро
1872,33574,Астана,Шымкент,False,SCAT,110,3,вечер
1873,26243,Астана,Шымкент,False,SCAT,100,4,ночь
1874,29743,Астана,Шымкент,False,SCAT,100,4,утро
1875,29743,Астана,Шымкент,False,SCAT,110,4,вечер
1876,29743,Астана,Шымкент,False,SCAT,90,4,день
1877,37743,Астана,Шымкент,False,SCAT,110,4,утро
1878,29043,Астана,Шымкент,False,SCAT,110,5,утро
1879,30943,Астана,Шымкент,False,SCAT,100,5,ночь
1880,33574,Астана,Шымкент,False,SCAT,110,5,вечер
1881,33574,Астана,Шымкент,False,SCAT,100,5,утро
1882,36531,Астана,Шымкент,False,FlyArystan,115,5,вечер
1883,37554,Астана,Шымкент,False,SCAT,90,5,день
1884,34431,Астана,Шымкент,False,SCAT,90,6,день
1885,34431,Астана,Шымкент,False,SCAT,110,6,утро
1886,34431,Астана,Шымкент,False,SCAT,100,6,ночь
1887,29743,Астана,Шымкент,False,SCAT,90,7,день
1888,29743,Астана,Шымкент,False,SCAT,100,7,утро
1889,29743,Астана,Шымкент,False,SCAT,100,7,ночь
1890,29743,Астана,Шымкент,False,SCAT,110,7,вечер
1891,30234,Астана,Шымкент,False,FlyArystan,110,7,ночь
1892,37743,Астана,Шымкент,False,SCAT,110,7,утро
1893,27779,Астана,Шымкент,False,SCAT,110,8,утро
1894,29743,Астана,Шымкент,False,SCAT,100,8,утро
1895,29743,Астана,Шымкент,False,SCAT,100,8,ночь
1896,27779,Астана,Шымкент,False,SCAT,110,8,вечер
1897,29743,Астана,Шымкент,False,SCAT,90,8,день
1898,33743,Астана,Шымкент,False,SCAT,90,9,день
1899,37743,Астана,Шымкент,False,SCAT,110,9,утро
1900,35499,Астана,Шымкент,False,SCAT,100,9,ночь
1901,37743,Астана,Шымкент,False,SCAT,110,10,утро
1902,41743,Астана,Шымкент,False,SCAT,100,10,ночь
1903,41251,Астана,Шымкент,False,SCAT,100,11,ночь
1904,42151,Астана,Шымкент,False,SCAT,110,11,утро
1905,42151,Астана,Шымкент,False,SCAT,90,11,день
1907,34431,Астана,Шымкент,True,SCAT,100,17,утро
1908,34431,Астана,Шымкент,True,SCAT,100,17,ночь
1909,34431,Астана,Шымкент,True,SCAT,110,17,вечер
1910,34431,Астана,Шымкент,True,SCAT,110,17,утро
1911,34431,Астана,Шымкент,True,SCAT,90,17,день
1912,36531,Астана,Шымкент,True,FlyArystan,110,17,вечер
1913,35788,Астана,Шымкент,True,SCAT,110,18,утро
1914,35788,Астана,Шымкент,True,SCAT,100,18,ночь
1915,35788,Астана,Шымкент,True,SCAT,90,18,день
1916,35788,Астана,Шымкент,True,SCAT,100,18,утро
1917,35788,Астана,Шымкент,True,SCAT,110,18,вечер
1918,33443,Астана,Шымкент,False,SCAT,100,19,ночь
1919,36843,Астана,Шымкент,False,SCAT,100,19,утро
1920,35499,Астана,Шымкент,False,SCAT,110,19,вечер
1921,37443,Астана,Шымкент,False,SCAT,110,19,утро
1922,40843,Астана,Шымкент,False,SCAT,90,19,день
1924,26518,Астана,Шымкент,False,SCAT,100,20,ночь
1925,26518,Астана,Шымкент,False,SCAT,110,20,утро
1926,26518,Астана,Шымкент,False,SCAT,90,20,день
1927,26518,Астана,Шымкент,False,SCAT,110,21,вечер
1928,26918,Астана,Шымкент,False,SCAT,100,21,утро
1929,26918,Астана,Шымкент,False,SCAT,100,21,ночь
1930,26918,Астана,Шымкент,False,SCAT,90,21,день
1931,26918,Астана,Шымкент,False,SCAT,110,21,утро
1932,36531,Астана,Шымкент,False,FlyArystan,110,21,ночь
1933,25667,Астана,Шымкент,False,SCAT,110,22,утро
1934,25667,Астана,Шымкент,False,SCAT,100,22,ночь
1935,25667,Астана,Шымкент,False,SCAT,90,22,день
1936,25667,Астана,Шымкент,False,SCAT,110,22,вечер
1937,25667,Астана,Шымкент,False,SCAT,100,22,утро
1938,21643,Астана,Шымкент,True,SCAT,90,23,день
1939,22443,Астана,Шымкент,True,SCAT,110,23,утро
1940,21643,Астана,Шымкент,True,SCAT,100,23,ночь
1941,18993,Астана,Шымкент,False,SCAT,110,24,утро
1942,22332,Астана,Шымкент,False,SCAT,100,24,ночь
1943,22332,Астана,Шымкент,False,SCAT,110,24,вечер
1944,22332,Астана,Шымкент,False,SCAT,100,24,утро
1945,22332,Астана,Шымкент,False,SCAT,90,24,день
1946,19146,Астана,Шымкент,False,SCAT,100,25,утро
1947,19146,Астана,Шымкент,False,SCAT,100,25,ночь
1948,19146,Астана,Шымкент,False,SCAT,110,25,вечер
1949,19146,Астана,Шымкент,False,SCAT,110,25,утро
1950,21643,Астана,Шымкент,False,SCAT,90,25,день
1951,25877,Астана,Шымкент,False,Qazaq Air,115,25,день
1952,22332,Астана,Шымкент,False,SCAT,100,26,ночь
1953,22332,Астана,Шымкент,False,SCAT,100,26,утро
1954,22332,Астана,Шымкент,False,SCAT,110,26,утро
1955,22332,Астана,Шымкент,False,SCAT,90,26,день
1956,22332,Астана,Шымкент,False,SCAT,110,26,вечер
