,Price,From,To,is_holiday,avialine,duration,days_until_flight,part_of_day
496,12999,Алматы,Астана,False,FlyArystan,115,55,вечер
497,12220,Алматы,Астана,False,SCAT,95,55,утро
498,12999,Алматы,Астана,False,FlyArystan,115,55,утро
499,15119,Алматы,Астана,False,FlyArystan,110,55,день
500,15720,Алматы,Астана,False,SCAT,100,55,день
501,15720,Алматы,Астана,False,SCAT,105,55,вечер
502,24726,Алматы,Астана,False,Air Astana,110,56,утро
503,19220,Алматы,Астана,False,SCAT,105,56,вечер
504,15720,Алматы,Астана,False,SCAT,100,56,день
505,15720,Алматы,Астана,False,SCAT,100,56,день
506,15720,Алматы,Астана,False,SCAT,100,56,утро
507,15720,Алматы,Астана,False,SCAT,95,56,утро
508,15830,Алматы,Астана,False,FlyArystan,115,56,утро
509,15830,Алматы,Астана,False,FlyArystan,115,56,утро
510,12220,Алматы,Астана,False,SCAT,105,57,день
511,12220,Алматы,Астана,False,SCAT,100,57,утро
512,12220,Алматы,Астана,False,SCAT,105,57,вечер
513,12220,Алматы,Астана,False,SCAT,95,57,утро
514,12220,Алматы,Астана,False,SCAT,100,57,день
515,12220,Алматы,Астана,False,SCAT,100,57,день
516,12999,Алматы,Астана,False,FlyArystan,110,57,вечер
517,12999,Алматы,Астана,False,FlyArystan,115,57,утро
518,9490,Алматы,Астана,False,SCAT,95,58,утро
519,9490,Алматы,Астана,False,SCAT,100,58,утро
520,9720,Алматы,Астана,False,SCAT,105,58,вечер
521,9720,Алматы,Астана,False,SCAT,100,58,день
522,9819,Алматы,Астана,False,FlyArystan,115,58,утро
523,9819,Алматы,Астана,False,FlyArystan,110,58,день
524,9819,Алматы,Астана,False,FlyArystan,110,58,вечер
525,20489,Алматы,Астана,False,Air Astana,110,58,утро
526,9490,Алматы,Астана,False,SCAT,100,59,день
527,9490,Алматы,Астана,False,SCAT,100,59,утро
528,12220,Алматы,Астана,False,SCAT,105,59,вечер
529,9490,Алматы,Астана,False,SCAT,105,59,день
530,9819,Алматы,Астана,False,FlyArystan,115,59,утро
531,9819,Алматы,Астана,False,FlyArystan,110,59,день
532,10879,Алматы,Астана,False,FlyArystan,110,59,вечер
533,12220,Алматы,Астана,False,SCAT,100,59,день
534,9490,Алматы,Астана,False,SCAT,95,60,утро
535,9720,Алматы,Астана,False,SCAT,100,60,утро
536,24489,Алматы,Астана,False,Air Astana,110,60,вечер
537,9819,Алматы,Астана,False,FlyArystan,110,60,утро
538,10879,Алматы,Астана,False,FlyArystan,110,60,день
539,12220,Алматы,Астана,False,SCAT,105,60,день
540,12220,Алматы,Астана,False,SCAT,100,60,ночь
541,12419,Алматы,Астана,False,SCAT,100,61,день
542,12419,Алматы,Астана,False,SCAT,100,61,утро
543,13348,Алматы,Астана,False,SCAT,105,61,вечер
544,12419,Алматы,Астана,False,SCAT,95,61,утро
545,12220,Алматы,Астана,False,SCAT,105,61,день
546,12999,Алматы,Астана,False,FlyArystan,115,61,утро
547,15119,Алматы,Астана,False,FlyArystan,110,61,день
548,15119,Алматы,Астана,False,FlyArystan,115,61,ночь
549,12220,Алматы,Астана,False,SCAT,100,62,день
550,12220,Алматы,Астана,False,SCAT,100,62,утро
551,15720,Алматы,Астана,False,SCAT,105,62,вечер
552,12220,Алматы,Астана,False,SCAT,95,62,утро
553,15119,Алматы,Астана,False,FlyArystan,115,62,утро
554,15119,Алматы,Астана,False,FlyArystan,115,62,вечер
555,15119,Алматы,Астана,False,FlyArystan,110,62,день
556,15720,Алматы,Астана,False,SCAT,100,62,день
557,20489,Алматы,Астана,False,Air Astana,110,62,вечер
558,12999,Алматы,Астана,False,FlyArystan,115,63,утро
559,19220,Алматы,Астана,False,SCAT,105,63,вечер
560,15119,Алматы,Астана,False,FlyArystan,115,63,утро
561,15720,Алматы,Астана,False,SCAT,105,63,день
562,15720,Алматы,Астана,False,SCAT,100,63,день
563,15720,Алматы,Астана,False,SCAT,100,63,утро
564,15720,Алматы,Астана,False,SCAT,95,63,утро
565,18299,Алматы,Астана,False,FlyArystan,115,63,ночь
566,10879,Алматы,Астана,False,FlyArystan,110,64,вечер
567,10879,Алматы,Астана,False,FlyArystan,115,64,утро
568,10879,Алматы,Астана,False,FlyArystan,110,64,день
569,12220,Алматы,Астана,False,SCAT,95,64,утро
570,12220,Алматы,Астана,False,SCAT,100,64,день
571,12220,Алматы,Астана,False,SCAT,105,64,вечер
572,12220,Алматы,Астана,False,SCAT,100,64,утро
573,12220,Алматы,Астана,False,SCAT,100,64,день
574,9490,Алматы,Астана,False,SCAT,100,66,утро
575,10758,Алматы,Астана,False,FlyArystan,110,66,вечер
576,9490,Алматы,Астана,False,SCAT,100,66,день
577,9490,Алматы,Астана,False,SCAT,95,66,утро
578,9490,Алматы,Астана,False,SCAT,105,66,день
579,9819,Алматы,Астана,False,FlyArystan,115,66,утро
580,9819,Алматы,Астана,False,FlyArystan,110,66,день
581,12220,Алматы,Астана,False,SCAT,100,66,день
582,9490,Алматы,Астана,False,SCAT,105,67,день
583,9490,Алматы,Астана,False,SCAT,100,67,утро
584,12220,Алматы,Астана,False,SCAT,100,67,ночь
585,9490,Алматы,Астана,False,SCAT,95,67,утро
586,9720,Алматы,Астана,False,SCAT,100,67,день
587,10879,Алматы,Астана,False,FlyArystan,110,67,утро
588,10879,Алматы,Астана,False,FlyArystan,110,67,день
589,15119,Алматы,Астана,False,FlyArystan,110,67,вечер
590,12220,Алматы,Астана,False,SCAT,105,68,день
591,12220,Алматы,Астана,False,SCAT,100,68,утро
592,12220,Алматы,Астана,False,SCAT,105,68,вечер
593,12220,Алматы,Астана,False,SCAT,100,68,день
594,12220,Алматы,Астана,False,SCAT,95,68,утро
595,12999,Алматы,Астана,False,FlyArystan,110,68,день
596,12999,Алматы,Астана,False,FlyArystan,115,68,утро
597,15119,Алматы,Астана,False,FlyArystan,115,68,ночь
598,12220,Алматы,Астана,False,SCAT,100,69,утро
599,24726,Алматы,Астана,False,Air Astana,110,69,вечер
600,12220,Алматы,Астана,False,SCAT,95,69,утро
601,12220,Алматы,Астана,False,SCAT,100,69,день
602,13577,Алматы,Астана,False,FlyArystan,110,69,день
603,13577,Алматы,Астана,False,FlyArystan,115,69,утро
604,15626,Алматы,Астана,False,SCAT,105,69,вечер
605,15626,Алматы,Астана,False,SCAT,100,69,день
606,15830,Алматы,Астана,False,FlyArystan,115,69,вечер
607,15720,Алматы,Астана,False,SCAT,100,70,утро
608,14480,Алматы,Астана,False,FlyArystan,115,70,утро
609,19220,Алматы,Астана,False,SCAT,105,70,вечер
610,15720,Алматы,Астана,False,SCAT,95,70,утро
611,15720,Алматы,Астана,False,SCAT,100,70,день
612,16219,Алматы,Астана,False,FlyArystan,110,70,день
613,16219,Алматы,Астана,False,FlyArystan,115,70,утро
614,19220,Алматы,Астана,False,SCAT,100,70,день
615,10879,Алматы,Астана,False,FlyArystan,110,71,вечер
616,10879,Алматы,Астана,False,FlyArystan,115,71,утро
617,12220,Алматы,Астана,False,SCAT,95,71,утро
618,12220,Алматы,Астана,False,SCAT,105,71,вечер
619,12220,Алматы,Астана,False,SCAT,100,71,день
620,12220,Алматы,Астана,False,SCAT,100,71,день
621,12999,Алматы,Астана,False,FlyArystan,110,71,день
622,9490,Алматы,Астана,False,SCAT,95,72,утро
623,9490,Алматы,Астана,False,SCAT,100,72,утро
624,9490,Алматы,Астана,False,SCAT,105,72,вечер
625,9819,Алматы,Астана,False,FlyArystan,110,72,день
626,9819,Алматы,Астана,False,FlyArystan,110,72,вечер
627,9819,Алматы,Астана,False,FlyArystan,115,72,утро
628,20489,Алматы,Астана,False,Air Astana,110,72,день
629,9490,Алматы,Астана,False,SCAT,105,73,день
630,9490,Алматы,Астана,False,SCAT,100,73,утро
631,9819,Алматы,Астана,False,FlyArystan,110,73,вечер
632,9819,Алматы,Астана,False,FlyArystan,115,73,утро
633,9819,Алматы,Астана,False,FlyArystan,110,73,день
634,12220,Алматы,Астана,False,SCAT,100,73,день
635,12220,Алматы,Астана,False,SCAT,100,73,день
636,12220,Алматы,Астана,False,SCAT,95,73,утро
637,9490,Алматы,Астана,False,SCAT,105,74,день
638,9490,Алматы,Астана,False,SCAT,100,74,утро
639,11885,Алматы,Астана,False,FlyArystan,110,74,вечер
640,9490,Алматы,Астана,False,SCAT,100,74,день
641,9490,Алматы,Астана,False,SCAT,95,74,утро
642,10758,Алматы,Астана,False,FlyArystan,110,74,утро
643,10758,Алматы,Астана,False,FlyArystan,110,74,день
644,12220,Алматы,Астана,False,SCAT,100,74,ночь
645,10879,Алматы,Астана,False,FlyArystan,115,75,утро
646,12220,Алматы,Астана,False,SCAT,105,75,вечер
647,10879,Алматы,Астана,False,FlyArystan,110,75,день
648,12220,Алматы,Астана,False,SCAT,100,75,утро
649,12220,Алматы,Астана,False,SCAT,100,75,день
650,12220,Алматы,Астана,False,SCAT,95,75,утро
651,12999,Алматы,Астана,False,FlyArystan,115,75,ночь
652,21877,Шымкент,Астана,True,SCAT,100,1,утро
653,24677,Шымкент,Астана,True,FlyArystan,115,1,утро
654,29447,Шымкент,Астана,True,FlyArystan,110,1,ночь
655,36337,Шымкент,Астана,True,FlyArystan,110,1,ночь
656,36337,Шымкент,Астана,True,FlyArystan,110,1,день
657,35877,Шымкент,Астана,False,SCAT,100,2,вечер
658,27277,Шымкент,Астана,False,SCAT,110,3,утро
659,29230,Шымкент,Астана,False,SCAT,100,3,утро
660,27277,Шымкент,Астана,False,SCAT,100,3,вечер
661,29230,Шымкент,Астана,False,SCAT,100,3,утро
662,36337,Шымкент,Астана,False,FlyArystan,110,3,день
663,36337,Шымкент,Астана,False,FlyArystan,115,3,утро
664,36337,Шымкент,Астана,False,FlyArystan,125,3,вечер
665,37190,Шымкент,Астана,False,SCAT,110,3,день
666,23077,Шымкент,Астана,False,SCAT,100,4,утро
667,29447,Шымкент,Астана,False,FlyArystan,115,4,утро
668,23777,Шымкент,Астана,False,SCAT,100,4,вечер
669,23777,Шымкент,Астана,False,SCAT,110,4,утро
670,24329,Шымкент,Астана,False,SCAT,100,4,утро
671,25747,Шымкент,Астана,False,SCAT,110,4,день
672,36337,Шымкент,Астана,False,FlyArystan,115,4,вечер
673,25877,Шымкент,Астана,False,SCAT,100,5,утро
674,25877,Шымкент,Астана,False,SCAT,100,5,утро
675,29377,Шымкент,Астана,False,SCAT,100,5,вечер
676,29377,Шымкент,Астана,False,SCAT,110,5,день
677,30234,Шымкент,Астана,False,FlyArystan,115,5,утро
678,30234,Шымкент,Астана,False,FlyArystan,115,5,ночь
679,27347,Шымкент,Астана,False,SCAT,110,6,утро
680,29447,Шымкент,Астана,False,FlyArystan,115,6,утро
681,27347,Шымкент,Астана,False,SCAT,100,6,ночь
682,27347,Шымкент,Астана,False,SCAT,100,6,утро
683,25177,Шымкент,Астана,False,SCAT,100,7,утро
684,29447,Шымкент,Астана,False,FlyArystan,115,7,утро
685,27277,Шымкент,Астана,False,SCAT,100,7,вечер
686,29051,Шымкент,Астана,False,SCAT,100,7,утро
687,29230,Шымкент,Астана,False,SCAT,110,7,утро
688,29447,Шымкент,Астана,False,FlyArystan,115,7,ночь
689,33210,Шымкент,Астана,False,SCAT,110,7,день
690,22733,Шымкент,Астана,False,SCAT,100,8,утро
691,26284,Шымкент,Астана,False,SCAT,100,8,утро
692,30234,Шымкент,Астана,False,FlyArystan,110,8,ночь
693,26284,Шымкент,Астана,False,SCAT,110,8,день
694,26284,Шымкент,Астана,False,SCAT,110,8,утро
695,30234,Шымкент,Астана,False,FlyArystan,110,8,ночь
696,30234,Шымкент,Астана,False,FlyArystan,115,8,утро
697,22377,Шымкент,Астана,False,SCAT,110,9,утро
698,30234,Шымкент,Астана,False,FlyArystan,115,9,утро
699,23806,Шымкент,Астана,False,SCAT,100,9,вечер
700,22377,Шымкент,Астана,False,SCAT,85,9,день
701,22377,Шымкент,Астана,False,SCAT,100,9,утро
702,30234,Шымкент,Астана,False,FlyArystan,110,9,вечер
703,19577,Шымкент,Астана,False,SCAT,110,10,утро
704,22265,Шымкент,Астана,False,SCAT,100,10,утро
705,19577,Шымкент,Астана,False,SCAT,100,10,вечер
706,19577,Шымкент,Астана,False,SCAT,100,10,утро
707,22265,Шымкент,Астана,False,SCAT,110,10,день
708,29447,Шымкент,Астана,False,FlyArystan,115,10,утро
709,29447,Шымкент,Астана,False,FlyArystan,125,10,вечер
710,29447,Шымкент,Астана,False,FlyArystan,110,10,день
711,20577,Шымкент,Астана,False,SCAT,110,11,утро
712,22265,Шымкент,Астана,False,SCAT,100,11,утро
713,20577,Шымкент,Астана,False,SCAT,100,11,вечер
714,20577,Шымкент,Астана,False,SCAT,100,11,утро
715,22836,Шымкент,Астана,False,FlyArystan,115,11,утро
716,25747,Шымкент,Астана,False,SCAT,110,11,день
717,24077,Шымкент,Астана,False,SCAT,110,12,утро
718,25747,Шымкент,Астана,False,SCAT,100,12,утро
719,24077,Шымкент,Астана,False,SCAT,100,12,вечер
720,24077,Шымкент,Астана,False,SCAT,100,12,утро
721,29230,Шымкент,Астана,False,SCAT,110,12,день
722,31009,Шымкент,Астана,False,SCAT,100,13,ночь
723,36337,Шымкент,Астана,False,FlyArystan,115,13,утро
724,33077,Шымкент,Астана,False,SCAT,100,13,утро
725,34537,Шымкент,Астана,False,SCAT,110,13,утро
726,27399,Шымкент,Астана,False,SCAT,100,14,утро
727,29377,Шымкент,Астана,False,SCAT,100,14,утро
728,27277,Шымкент,Астана,False,SCAT,100,14,вечер
729,33210,Шымкент,Астана,False,SCAT,110,14,день
730,36337,Шымкент,Астана,False,FlyArystan,115,14,ночь
731,27347,Шымкент,Астана,False,SCAT,100,15,вечер
732,31009,Шымкент,Астана,False,SCAT,100,15,утро
733,29230,Шымкент,Астана,False,SCAT,100,15,утро
734,31277,Шымкент,Астана,False,SCAT,110,15,утро
735,36337,Шымкент,Астана,False,FlyArystan,115,15,утро
736,37190,Шымкент,Астана,False,SCAT,110,15,день
737,33077,Шымкент,Астана,False,SCAT,100,16,утро
738,36477,Шымкент,Астана,False,SCAT,100,16,вечер
739,22877,Шымкент,Астана,True,SCAT,100,16,утро
740,22877,Шымкент,Астана,True,SCAT,100,16,утро
741,25277,Шымкент,Астана,True,SCAT,100,16,вечер
742,24677,Шымкент,Астана,True,FlyArystan,110,16,вечер
743,25277,Шымкент,Астана,True,SCAT,110,16,утро
744,25277,Шымкент,Астана,True,SCAT,110,16,день
745,29447,Шымкент,Астана,True,FlyArystan,125,16,вечер
746,25577,Шымкент,Астана,True,SCAT,100,17,утро
747,27647,Шымкент,Астана,True,SCAT,100,17,утро
748,27347,Шымкент,Астана,True,SCAT,100,17,вечер
749,27347,Шымкент,Астана,True,SCAT,110,17,день
751,37377,Шымкент,Астана,False,SCAT,110,18,утро
752,34537,Шымкент,Астана,False,SCAT,100,18,утро
753,34237,Шымкент,Астана,False,SCAT,100,18,вечер
754,34537,Шымкент,Астана,False,SCAT,100,18,утро
755,36337,Шымкент,Астана,False,FlyArystan,115,18,ночь
756,36337,Шымкент,Астана,False,FlyArystan,115,18,утро
757,34537,Шымкент,Астана,False,SCAT,110,18,день
758,34237,Шымкент,Астана,False,SCAT,110,19,утро
759,36337,Шымкент,Астана,False,FlyArystan,115,19,утро
760,34237,Шымкент,Астана,False,SCAT,100,19,ночь
761,34237,Шымкент,Астана,False,SCAT,100,19,утро
762,36337,Шымкент,Астана,False,FlyArystan,110,19,вечер
763,34237,Шымкент,Астана,False,SCAT,100,20,вечер
764,34537,Шымкент,Астана,False,SCAT,100,20,утро
765,34537,Шымкент,Астана,False,SCAT,100,20,утро
766,34537,Шымкент,Астана,False,SCAT,110,20,утро
767,34537,Шымкент,Астана,False,SCAT,110,20,день
768,36337,Шымкент,Астана,False,FlyArystan,115,20,ночь
769,36337,Шымкент,Астана,False,FlyArystan,115,20,утро
770,25512,Шымкент,Астана,False,SCAT,100,21,утро
771,27347,Шымкент,Астана,False,SCAT,100,21,вечер
772,27647,Шымкент,Астана,False,SCAT,110,21,утро
773,27647,Шымкент,Астана,False,SCAT,110,21,день
774,27647,Шымкент,Астана,False,SCAT,100,21,утро
775,29447,Шымкент,Астана,False,FlyArystan,110,21,ночь
776,29447,Шымкент,Астана,False,FlyArystan,110,21,ночь
777,27347,Шымкент,Астана,True,SCAT,110,22,утро
778,29447,Шымкент,Астана,True,FlyArystan,115,22,утро
779,27347,Шымкент,Астана,True,SCAT,100,22,вечер
780,27347,Шымкент,Астана,True,SCAT,100,22,утро
781,29447,Шымкент,Астана,True,FlyArystan,110,22,вечер
782,21572,Шымкент,Астана,False,SCAT,100,23,утро
783,30217,Шымкент,Астана,False,FlyArystan,125,23,вечер
784,21920,Шымкент,Астана,False,SCAT,100,23,утро
785,25265,Шымкент,Астана,False,SCAT,110,23,день
786,25265,Шымкент,Астана,False,SCAT,100,23,вечер
787,30217,Шымкент,Астана,False,FlyArystan,115,23,утро
788,37208,Шымкент,Астана,False,FlyArystan,110,23,день
789,22377,Шымкент,Астана,False,SCAT,110,24,день
790,22377,Шымкент,Астана,False,SCAT,100,24,утро
791,22377,Шымкент,Астана,False,SCAT,100,24,вечер
792,22377,Шымкент,Астана,False,SCAT,110,24,утро
793,22377,Шымкент,Астана,False,SCAT,100,24,утро
794,30217,Шымкент,Астана,False,FlyArystan,115,24,утро
795,30217,Шымкент,Астана,False,FlyArystan,115,24,вечер
796,22377,Шымкент,Астана,False,SCAT,100,25,утро
797,22377,Шымкент,Астана,False,SCAT,100,25,утро
798,25877,Шымкент,Астана,False,SCAT,100,25,вечер
799,25877,Шымкент,Астана,False,SCAT,110,25,утро
800,30217,Шымкент,Астана,False,FlyArystan,115,25,утро
801,30217,Шымкент,Астана,False,FlyArystan,115,25,ночь
802,22877,Шымкент,Астана,False,SCAT,110,26,утро
803,29447,Шымкент,Астана,False,FlyArystan,115,26,утро
804,22877,Шымкент,Астана,False,SCAT,100,26,ночь
805,22877,Шымкент,Астана,False,SCAT,100,26,утро
806,24677,Шымкент,Астана,False,FlyArystan,110,26,вечер
807,29447,Шымкент,Астана,False,FlyArystan,110,26,вечер
808,25877,Шымкент,Астана,False,SCAT,100,27,утро
809,30217,Шымкент,Астана,False,FlyArystan,115,27,ночь
810,25877,Шымкент,Астана,False,SCAT,100,27,утро
811,30217,Шымкент,Астана,False,FlyArystan,115,27,утро
812,37377,Шымкент,Астана,False,SCAT,110,27,день
813,37377,Шымкент,Астана,False,SCAT,100,27,вечер
814,37377,Шымкент,Астана,False,SCAT,110,27,утро
815,21277,Шымкент,Астана,False,SCAT,100,28,вечер
816,21277,Шымкент,Астана,False,SCAT,100,28,утро
817,21277,Шымкент,Астана,False,SCAT,110,28,день
818,21277,Шымкент,Астана,False,SCAT,100,28,утро
819,21277,Шымкент,Астана,False,SCAT,110,28,утро
820,21497,Шымкент,Астана,False,FlyArystan,110,28,ночь
821,21497,Шымкент,Астана,False,FlyArystan,115,28,утро
822,21497,Шымкент,Астана,False,FlyArystan,110,28,ночь
823,18877,Шымкент,Астана,False,SCAT,100,29,вечер
824,21497,Шымкент,Астана,False,FlyArystan,115,29,утро
825,18877,Шымкент,Астана,False,SCAT,100,29,утро
826,21277,Шымкент,Астана,False,SCAT,110,29,утро
827,21497,Шымкент,Астана,False,FlyArystan,110,29,вечер
828,18877,Шымкент,Астана,False,SCAT,110,30,день
829,18877,Шымкент,Астана,False,SCAT,100,30,утро
830,18877,Шымкент,Астана,False,SCAT,100,30,вечер
831,18877,Шымкент,Астана,False,SCAT,100,30,утро
832,18877,Шымкент,Астана,False,SCAT,110,30,утро
833,21497,Шымкент,Астана,False,FlyArystan,110,30,день
834,21497,Шымкент,Астана,False,FlyArystan,115,30,утро
835,21497,Шымкент,Астана,False,FlyArystan,125,30,вечер
836,18877,Шымкент,Астана,False,SCAT,110,31,день
837,18877,Шымкент,Астана,False,SCAT,100,31,утро
838,22377,Шымкент,Астана,False,SCAT,100,31,вечер
839,18877,Шымкент,Астана,False,SCAT,100,31,утро
840,18877,Шымкент,Астана,False,SCAT,110,31,утро
841,21497,Шымкент,Астана,False,FlyArystan,115,31,вечер
842,21497,Шымкент,Астана,False,FlyArystan,115,31,утро
843,18877,Шымкент,Астана,False,SCAT,100,32,утро
844,22377,Шымкент,Астана,False,SCAT,100,32,вечер
845,18877,Шымкент,Астана,False,SCAT,100,32,утро
846,21497,Шымкент,Астана,False,FlyArystan,115,32,ночь
847,21497,Шымкент,Астана,False,FlyArystan,115,32,утро
848,22377,Шымкент,Астана,False,SCAT,110,32,день
849,21497,Шымкент,Астана,False,FlyArystan,110,33,вечер
850,24677,Шымкент,Астана,False,FlyArystan,115,33,утро
851,22377,Шымкент,Астана,False,SCAT,100,33,утро
852,24677,Шымкент,Астана,False,FlyArystan,110,33,вечер
853,25512,Шымкент,Астана,False,SCAT,110,33,утро
854,21920,Шымкент,Астана,False,SCAT,110,34,утро
855,24677,Шымкент,Астана,False,FlyArystan,115,34,утро
856,24677,Шымкент,Астана,False,FlyArystan,115,34,ночь
857,21920,Шымкент,Астана,False,SCAT,100,34,утро
858,21920,Шымкент,Астана,False,SCAT,100,34,утро
859,25265,Шымкент,Астана,False,SCAT,110,34,день
860,25265,Шымкент,Астана,False,SCAT,100,34,вечер
861,18877,Шымкент,Астана,False,SCAT,110,35,утро
862,18877,Шымкент,Астана,False,SCAT,100,35,утро
863,22377,Шымкент,Астана,False,SCAT,100,35,вечер
864,18877,Шымкент,Астана,False,SCAT,110,35,день
865,18877,Шымкент,Астана,False,SCAT,100,35,утро
866,21497,Шымкент,Астана,False,FlyArystan,115,35,утро
867,21497,Шымкент,Астана,False,FlyArystan,110,35,ночь
868,21497,Шымкент,Астана,False,FlyArystan,110,35,ночь
869,15377,Шымкент,Астана,False,SCAT,100,36,утро
870,21497,Шымкент,Астана,False,FlyArystan,115,36,утро
871,18877,Шымкент,Астана,False,SCAT,100,36,вечер
872,18877,Шымкент,Астана,False,SCAT,110,36,утро
873,21497,Шымкент,Астана,False,FlyArystan,110,36,вечер
874,15244,Шымкент,Астана,False,SCAT,100,37,утро
875,15244,Шымкент,Астана,False,SCAT,100,37,вечер
876,15244,Шымкент,Астана,False,SCAT,110,37,утро
877,18317,Шымкент,Астана,False,FlyArystan,110,37,день
878,18317,Шымкент,Астана,False,FlyArystan,115,37,утро
879,18583,Шымкент,Астана,False,SCAT,100,37,утро
880,21497,Шымкент,Астана,False,FlyArystan,125,37,вечер
881,15377,Шымкент,Астана,False,SCAT,110,38,утро
882,15377,Шымкент,Астана,False,SCAT,100,38,утро
883,18877,Шымкент,Астана,False,SCAT,100,38,вечер
884,15377,Шымкент,Астана,False,SCAT,100,38,утро
885,18317,Шымкент,Астана,False,FlyArystan,115,38,вечер
886,18317,Шымкент,Астана,False,FlyArystan,115,38,утро
887,18877,Шымкент,Астана,False,SCAT,110,38,день
888,18317,Шымкент,Астана,False,FlyArystan,115,39,утро
889,18317,Шымкент,Астана,False,FlyArystan,115,39,ночь
890,18877,Шымкент,Астана,False,SCAT,110,39,утро
891,18877,Шымкент,Астана,False,SCAT,100,39,утро
892,18877,Шымкент,Астана,False,SCAT,100,39,утро
893,22377,Шымкент,Астана,False,SCAT,100,39,вечер
894,15214,Шымкент,Астана,False,FlyArystan,110,40,вечер
895,22095,Шымкент,Астана,False,FlyArystan,115,40,утро
896,18877,Шымкент,Астана,False,SCAT,100,40,утро
897,22095,Шымкент,Астана,False,FlyArystan,110,40,вечер
898,22377,Шымкент,Астана,False,SCAT,110,40,утро
899,18877,Шымкент,Астана,False,SCAT,110,41,день
900,18877,Шымкент,Астана,False,SCAT,100,41,утро
901,18877,Шымкент,Астана,False,SCAT,100,41,вечер
902,18877,Шымкент,Астана,False,SCAT,110,41,утро
903,18877,Шымкент,Астана,False,SCAT,100,41,утро
904,21497,Шымкент,Астана,False,FlyArystan,115,41,ночь
905,21497,Шымкент,Астана,False,FlyArystan,115,41,утро
906,15377,Шымкент,Астана,False,SCAT,110,42,день
907,15377,Шымкент,Астана,False,SCAT,100,42,утро
908,18877,Шымкент,Астана,False,SCAT,100,42,вечер
909,18317,Шымкент,Астана,False,FlyArystan,110,42,ночь
910,18317,Шымкент,Астана,False,FlyArystan,115,42,утро
911,18317,Шымкент,Астана,False,FlyArystan,110,42,ночь
912,18877,Шымкент,Астана,False,SCAT,110,42,утро
913,18877,Шымкент,Астана,False,SCAT,100,42,утро
914,15377,Шымкент,Астана,False,SCAT,100,43,вечер
915,18317,Шымкент,Астана,False,FlyArystan,115,43,утро
916,15377,Шымкент,Астана,False,SCAT,100,43,утро
917,18317,Шымкент,Астана,False,FlyArystan,110,43,вечер
918,18877,Шымкент,Астана,False,SCAT,110,43,утро
919,15377,Шымкент,Астана,False,SCAT,110,44,день
920,15137,Шымкент,Астана,False,FlyArystan,125,44,вечер
921,15137,Шымкент,Астана,False,FlyArystan,115,44,утро
922,15377,Шымкент,Астана,False,SCAT,100,44,утро
923,15377,Шымкент,Астана,False,SCAT,100,44,вечер
924,15377,Шымкент,Астана,False,SCAT,100,44,утро
925,18317,Шымкент,Астана,False,FlyArystan,110,44,день
926,15377,Шымкент,Астана,False,SCAT,110,45,день
927,15377,Шымкент,Астана,False,SCAT,100,45,утро
928,15377,Шымкент,Астана,False,SCAT,100,45,вечер
929,15377,Шымкент,Астана,False,SCAT,110,45,утро
930,15377,Шымкент,Астана,False,SCAT,100,45,утро
931,18317,Шымкент,Астана,False,FlyArystan,115,45,вечер
932,18317,Шымкент,Астана,False,FlyArystan,115,45,утро
933,15377,Шымкент,Астана,False,SCAT,110,46,день
934,15377,Шымкент,Астана,False,SCAT,100,46,утро
935,18877,Шымкент,Астана,False,SCAT,100,46,вечер
936,15377,Шымкент,Астана,False,SCAT,110,46,утро
937,15377,Шымкент,Астана,False,SCAT,100,46,утро
938,18317,Шымкент,Астана,False,FlyArystan,115,46,ночь
939,18317,Шымкент,Астана,False,FlyArystan,115,46,утро
940,15377,Шымкент,Астана,False,SCAT,100,47,утро
941,21497,Шымкент,Астана,False,FlyArystan,115,47,утро
942,18877,Шымкент,Астана,False,SCAT,100,47,ночь
943,21497,Шымкент,Астана,False,FlyArystan,110,47,вечер
944,19124,Шымкент,Астана,False,SCAT,110,48,утро
945,19124,Шымкент,Астана,False,SCAT,100,48,утро
946,19124,Шымкент,Астана,False,SCAT,100,48,вечер
947,19124,Шымкент,Астана,False,SCAT,110,48,день
948,19124,Шымкент,Астана,False,SCAT,100,48,утро
949,22063,Шымкент,Астана,False,FlyArystan,115,48,ночь
950,22063,Шымкент,Астана,False,FlyArystan,115,48,утро
951,15244,Шымкент,Астана,False,SCAT,100,49,утро
952,18317,Шымкент,Астана,False,FlyArystan,110,49,ночь
953,15244,Шымкент,Астана,False,SCAT,110,49,утро
954,18317,Шымкент,Астана,False,FlyArystan,110,49,ночь
955,18317,Шымкент,Астана,False,FlyArystan,115,49,утро
956,18583,Шымкент,Астана,False,SCAT,100,49,вечер
957,18583,Шымкент,Астана,False,SCAT,100,49,утро
958,15137,Шымкент,Астана,False,FlyArystan,115,50,утро
959,15377,Шымкент,Астана,False,SCAT,100,50,вечер
960,15377,Шымкент,Астана,False,SCAT,110,50,утро
961,15377,Шымкент,Астана,False,SCAT,100,50,утро
962,18317,Шымкент,Астана,False,FlyArystan,110,50,вечер
963,15377,Шымкент,Астана,False,SCAT,110,51,утро
964,15802,Шымкент,Астана,False,FlyArystan,115,51,утро
965,15802,Шымкент,Астана,False,FlyArystan,125,51,вечер
966,15377,Шымкент,Астана,False,SCAT,100,51,утро
967,15377,Шымкент,Астана,False,SCAT,100,51,вечер
968,15377,Шымкент,Астана,False,SCAT,100,51,утро
969,15377,Шымкент,Астана,False,SCAT,110,51,день
