Price,From,To,curr_date,departure_date,arrival_date,is_holiday,is_weekends,time_interval,avialine,duration
23107,Астана,Шымкент,2024-12-15,2025-01-17 23:20,2025-01-18 01:00,False,False,23:20-01:00,SCAT,100
19546,Астана,Шымкент,2024-12-15,2025-01-17 08:10,2025-01-17 10:00,False,False,08:10-10:00,SCAT,110
23107,Астана,Шымкент,2024-12-15,2025-01-17 17:40,2025-01-17 19:30,False,False,17:40-19:30,SCAT,110
23107,Астана,Шымкент,2024-12-15,2025-01-17 14:10,2025-01-17 15:40,False,False,14:10-15:40,SCAT,90
23168,Астана,Шымкент,2024-12-15,2025-01-17 17:35,2025-01-17 19:30,False,False,17:35-19:30,FlyArystan,115
19146,Астана,Шымкент,2024-12-15,2025-01-18 23:20,2025-01-19 01:00,False,True,23:20-01:00,SCAT,100
22629,Астана,Шымкент,2024-12-15,2025-01-18 08:10,2025-01-18 10:00,False,True,08:10-10:00,SCAT,110
21691,Астана,Шымкент,2024-12-15,2025-01-18 16:50,2025-01-18 18:45,False,True,16:50-18:45,FlyArystan,115
22629,Астана,Шымкент,2024-12-15,2025-01-18 14:10,2025-01-18 15:40,False,True,14:10-15:40,SCAT,90
19243,Астана,Шымкент,2024-12-15,2025-01-19 14:10,2025-01-19 15:40,False,True,14:10-15:40,SCAT,90
19243,Астана,Шымкент,2024-12-15,2025-01-19 10:30,2025-01-19 12:10,False,True,10:30-12:10,SCAT,100
19243,Астана,Шымкент,2024-12-15,2025-01-19 23:20,2025-01-20 01:00,False,True,23:20-01:00,SCAT,100
19243,Астана,Шымкент,2024-12-15,2025-01-19 17:40,2025-01-19 19:30,False,True,17:40-19:30,SCAT,110
19146,Астана,Шымкент,2024-12-15,2025-01-19 08:10,2025-01-19 10:00,False,True,08:10-10:00,SCAT,110
21691,Астана,Шымкент,2024-12-15,2025-01-19 22:50,2025-01-20 00:40,False,True,22:50-00:40,FlyArystan,110
15664,Астана,Шымкент,2024-12-15,2025-01-20 10:35,2025-01-20 12:15,False,False,10:35-12:15,SCAT,100
15664,Астана,Шымкент,2024-12-15,2025-01-20 17:40,2025-01-20 19:30,False,False,17:40-19:30,SCAT,110
15664,Астана,Шымкент,2024-12-15,2025-01-20 14:10,2025-01-20 15:40,False,False,14:10-15:40,SCAT,90
19146,Астана,Шымкент,2024-12-15,2025-01-20 08:10,2025-01-20 10:00,False,False,08:10-10:00,SCAT,110
15664,Астана,Шымкент,2024-12-15,2025-01-20 23:20,2025-01-21 01:00,False,False,23:20-01:00,SCAT,100
15664,Астана,Шымкент,2024-12-15,2025-01-21 23:20,2025-01-22 01:00,False,False,23:20-01:00,SCAT,100
19146,Астана,Шымкент,2024-12-15,2025-01-21 08:10,2025-01-21 10:00,False,False,08:10-10:00,SCAT,110
