Price,From,To,curr_date,departure_date,arrival_date,is_holiday,is_weekends,time_interval,avialine,duration
32841,Астана,Алматы,2024-12-15,2025-01-04 10:50,2025-01-04 12:30,False,True,10:50-12:30,SCAT,100
45052,Астана,Алматы,2024-12-15,2025-01-04 20:40,2025-01-04 22:30,False,True,20:40-22:30,Air Astana,110
32841,Астана,Алматы,2024-12-15,2025-01-04 05:30,2025-01-04 07:15,False,True,05:30-07:15,SCAT,105
32841,Астана,Алматы,2024-12-15,2025-01-04 12:05,2025-01-04 13:45,False,True,12:05-13:45,SCAT,100
34941,Астана,Алматы,2024-12-15,2025-01-04 23:30,2025-01-05 01:20,False,True,23:30-01:20,FlyArystan,110
37743,Астана,Алматы,2024-12-15,2025-01-04 22:10,2025-01-05 00:05,False,True,22:10-00:05,SCAT,115
42578,Астана,Алматы,2024-12-15,2025-01-04 08:45,2025-01-04 10:30,False,True,08:45-10:30,Air Astana,105
43713,Астана,Алматы,2024-12-15,2025-01-04 16:10,2025-01-04 17:55,False,True,16:10-17:55,Air Astana,105
43713,Астана,Алматы,2024-12-15,2025-01-04 09:55,2025-01-04 11:40,False,True,09:55-11:40,Air Astana,105
22743,Астана,Алматы,2024-12-15,2025-01-05 19:55,2025-01-05 21:55,False,True,19:55-21:55,SCAT,105
25643,Астана,Алматы,2024-12-15,2025-01-05 10:50,2025-01-05 12:30,False,True,10:50-12:30,SCAT,100
25643,Астана,Алматы,2024-12-15,2025-01-05 22:10,2025-01-06 00:05,False,True,22:10-00:05,SCAT,115
29743,Астана,Алматы,2024-12-15,2025-01-05 02:50,2025-01-05 04:45,False,True,02:50-04:45,SCAT,115
25643,Астана,Алматы,2024-12-15,2025-01-05 05:30,2025-01-05 07:15,False,True,05:30-07:15,SCAT,105
25643,Астана,Алматы,2024-12-15,2025-01-05 12:05,2025-01-05 13:45,False,True,12:05-13:45,SCAT,100
34633,Астана,Алматы,2024-12-15,2025-01-05 05:50,2025-01-05 08:00,False,True,05:50-08:00,Qazaq Air,130
25643,Астана,Алматы,2024-12-15,2025-01-05 19:10,2025-01-05 20:35,False,True,19:10-20:35,SCAT,85
25643,Астана,Алматы,2024-12-15,2025-01-05 14:55,2025-01-05 16:25,False,True,14:55-16:25,SCAT,90
38631,Астана,Алматы,2024-12-15,2025-01-05 22:20,2025-01-06 00:15,False,True,22:20-00:15,Air Astana,115
19243,Астана,Алматы,2024-12-15,2025-01-06 20:00,2025-01-06 21:40,False,False,20:00-21:40,SCAT,100
25643,Астана,Алматы,2024-12-15,2025-01-06 10:50,2025-01-06 12:30,False,False,10:50-12:30,SCAT,100
19243,Астана,Алматы,2024-12-15,2025-01-06 22:10,2025-01-07 00:05,False,False,22:10-00:05,SCAT,115
22743,Астана,Алматы,2024-12-15,2025-01-06 12:05,2025-01-06 13:45,False,False,12:05-13:45,SCAT,100
22743,Астана,Алматы,2024-12-15,2025-01-06 14:55,2025-01-06 16:25,False,False,14:55-16:25,SCAT,90
22743,Астана,Алматы,2024-12-15,2025-01-06 05:30,2025-01-06 07:15,False,False,05:30-07:15,SCAT,105
24871,Астана,Алматы,2024-12-15,2025-01-06 19:05,2025-01-06 20:50,False,False,19:05-20:50,FlyArystan,105
25362,Астана,Алматы,2024-12-15,2025-01-06 05:50,2025-01-06 08:00,False,False,05:50-08:00,Qazaq Air,130
25643,Астана,Алматы,2024-12-15,2025-01-06 19:10,2025-01-06 20:35,False,False,19:10-20:35,SCAT,85
28578,Астана,Алматы,2024-12-15,2025-01-06 14:40,2025-01-06 16:35,False,False,14:40-16:35,Air Astana,115
15743,Астана,Алматы,2024-12-15,2025-01-07 20:00,2025-01-07 21:40,True,False,20:00-21:40,SCAT,100
24578,Астана,Алматы,2024-12-15,2025-01-07 10:45,2025-01-07 12:35,True,False,10:45-12:35,Air Astana,110
19243,Астана,Алматы,2024-12-15,2025-01-07 22:10,2025-01-08 00:05,True,False,22:10-00:05,SCAT,115
19243,Астана,Алматы,2024-12-15,2025-01-07 05:30,2025-01-07 07:15,True,False,05:30-07:15,SCAT,105
22272,Астана,Алматы,2024-12-15,2025-01-07 05:50,2025-01-07 08:00,True,False,05:50-08:00,Qazaq Air,130
22743,Астана,Алматы,2024-12-15,2025-01-07 19:10,2025-01-07 20:35,True,False,19:10-20:35,SCAT,85
24578,Астана,Алматы,2024-12-15,2025-01-07 14:40,2025-01-07 16:35,True,False,14:40-16:35,Air Astana,115
24578,Астана,Алматы,2024-12-15,2025-01-07 20:40,2025-01-07 22:25,True,False,20:40-22:25,Air Astana,105
24578,Астана,Алматы,2024-12-15,2025-01-07 22:20,2025-01-08 00:15,True,False,22:20-00:15,Air Astana,115
24578,Астана,Алматы,2024-12-15,2025-01-07 02:05,2025-01-07 03:55,True,False,02:05-03:55,Air Astana,110
15743,Астана,Алматы,2024-12-15,2025-01-08 22:10,2025-01-09 00:05,False,False,22:10-00:05,SCAT,115
19243,Астана,Алматы,2024-12-15,2025-01-08 10:50,2025-01-08 12:30,False,False,10:50-12:30,SCAT,100
18511,Астана,Алматы,2024-12-15,2025-01-08 00:45,2025-01-08 02:45,False,False,00:45-02:45,FlyArystan,100
19243,Астана,Алматы,2024-12-15,2025-01-08 05:30,2025-01-08 07:15,False,False,05:30-07:15,SCAT,105
19243,Астана,Алматы,2024-12-15,2025-01-08 12:05,2025-01-08 13:45,False,False,12:05-13:45,SCAT,100
19243,Астана,Алматы,2024-12-15,2025-01-08 19:10,2025-01-08 20:35,False,False,19:10-20:35,SCAT,85
19243,Астана,Алматы,2024-12-15,2025-01-08 14:55,2025-01-08 16:25,False,False,14:55-16:25,SCAT,90
20578,Астана,Алматы,2024-12-15,2025-01-08 02:05,2025-01-08 03:55,False,False,02:05-03:55,Air Astana,110
21691,Астана,Алматы,2024-12-15,2025-01-08 21:25,2025-01-08 23:15,False,False,21:25-23:15,FlyArystan,110
22272,Астана,Алматы,2024-12-15,2025-01-08 05:50,2025-01-08 08:00,False,False,05:50-08:00,Qazaq Air,130
15743,Астана,Алматы,2024-12-15,2025-01-09 21:05,2025-01-09 22:45,False,False,21:05-22:45,SCAT,100
19243,Астана,Алматы,2024-12-15,2025-01-09 10:50,2025-01-09 12:30,False,False,10:50-12:30,SCAT,100
15743,Астана,Алматы,2024-12-15,2025-01-09 05:30,2025-01-09 07:15,False,False,05:30-07:15,SCAT,105
19243,Астана,Алматы,2024-12-15,2025-01-09 14:55,2025-01-09 16:25,False,False,14:55-16:25,SCAT,90
19243,Астана,Алматы,2024-12-15,2025-01-09 19:10,2025-01-09 20:35,False,False,19:10-20:35,SCAT,85
19243,Астана,Алматы,2024-12-15,2025-01-09 22:10,2025-01-10 00:05,False,False,22:10-00:05,SCAT,115
20578,Астана,Алматы,2024-12-15,2025-01-09 02:05,2025-01-09 03:55,False,False,02:05-03:55,Air Astana,110
